Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010080022513,,C,Піщатинці
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010090066821,,C,Синівці
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010100013785,,C,Снігурівка
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010110080140,,C,Чайчинці
UA61000000000060328,UA61020000000016944,UA61020030000060484,,,H,Великодедеркальська
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030010016697,,C,Великі Дедеркали
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030020051354,,C,Великі Загайці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030030053485,,C,Вовківці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030040063029,,C,Гриньківці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030050095730,,C,Малі Дедеркали
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030060048987,,C,Малі Загайці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030070023513,,C,Матвіївці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030080049836,,C,Мізюринці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030090037896,,C,Радошівка
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030100085882,,C,Садки
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030110087286,,C,Темногайці
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030120030033,,C,Тури
UA61000000000060328,UA61020000000016944,UA61020030000060484,UA61020030130054765,,C,Шкроботівка
UA61000000000060328,UA61020000000016944,UA61020050000098539,,,H,Вишнівецька
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050010072200,,T,Вишнівець
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050020075382,,C,Бакоти
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050030094667,,C,Бодаки
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050040012982,,C,Бутин
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050050065424,,C,Великий Кунинець
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050060035088,,C,Великі Вікнини
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050070028847,,C,Гнидава
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050080060318,,C,Дзвиняча
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050090058791,,C,Діброва
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050100022473,,C,Загороддя
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050110036345,,C,Залісці
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050120034446,,C,Зашляхом
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050130036272,,C,Кинахівці
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050140041289,,C,Котюжини
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050150081142,,C,Коханівка
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050160039880,,C,Кривчики
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050170036347,,C,Лози
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050180058550,,C,Малий Кунинець
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050190017292,,C,Малі Вікнини
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050200087530,,C,Мишківці
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050210084637,,C,Млинівці
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050220012905,,C,Очеретне
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050230060783,,C,Поляни
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050240022945,,C,Раковець
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050250076503,,C,Старий Вишнівець
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050260082714,,C,Устечко
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050270024232,,C,Федьківці
UA61000000000060328,UA61020000000016944,UA61020050000098539,UA61020050280044661,,C,Хотовиця
UA61000000000060328,UA61020000000016944,UA61020070000092368,,,H,Кременецька
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070010067494,,M,Кременець
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070020013223,,C,Андруга
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070030050364,,C,Білокриниця
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070040073061,,C,Богданівка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070050071277,,C,Бонівка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070060065676,,C,Великі Бережці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070070029969,,C,Великі Млинівці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070080036701,,C,Вербиця
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070090040042,,C,Весела
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070100043912,,C,Веселівка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070110020043,,C,Гаї
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070120072248,,C,Горинка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070130030977,,C,Града
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070140044044,,C,Двірець
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070150078246,,C,Діброва
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070160088200,,C,Дунаїв
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070170050211,,C,Духів
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070180065142,,C,Жолоби
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070190013755,,C,Зеблази
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070200046792,,C,Іванківці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070210054674,,C,Іква
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070220068572,,C,Катеринівка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070230011710,,C,Кімната
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070240026468,,C,Колосова
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070250084332,,C,Крижі
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070260039032,,C,Кудлаївка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070270073037,,C,Куликів
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070280011722,,C,Кушлин
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070290033143,,C,Лішня
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070300080259,,C,Малі Бережці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070310035357,,C,Новий Кокорів
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070320070012,,C,Підгайці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070330068697,,C,Підлісне
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070340010722,,C,Підлісці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070350072330,,C,Плоске
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070360071665,,C,Попівці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070370085589,,C,Рибча
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070380082153,,C,Рудка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070390044162,,C,Савчиці
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070400082884,,C,Сапанів
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070410061565,,C,Старий Кокорів
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070420034267,,C,Хотівка
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070430028531,,C,Чугалі
UA61000000000060328,UA61020000000016944,UA61020070000092368,UA61020070440060537,,C,Шпиколоси
UA61000000000060328,UA61020000000016944,UA61020090000020422,,,H,Лановецька
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090010092599,,M,Ланівці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090020078037,,C,Бережанка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090030030709,,C,Білозірка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090040021501,,C,Буглів
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090050092020,,C,Ванжулів
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090060065246,,C,Велика Білка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090070038024,,C,Вербовець
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090080067137,,C,Верещаки
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090090061292,,C,Вишгородок
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090100057525,,C,Влащинці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090110013235,,C,Волиця
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090120030075,,C,Грибова
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090130023927,,C,Гриньки
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090140020340,,C,Жуківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090150047944,,C,Загірці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090160072288,,C,Іванківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090170089376,,C,Козачки
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090180044444,,C,Коржківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090190039238,,C,Коростова
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090200012589,,C,Краснолука
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090210077014,,C,Кутиска
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090220069727,,C,Лопушне
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090230023178,,C,Люлинці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090240056291,,C,Мала Білка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090250077946,,C,Мала Карначівка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090260036531,,C,Малі Кусківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090270054065,,C,Мартишківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090280021487,,C,Михайлівка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090290020505,,C,Молотків
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090300081345,,C,Москалівка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090310022094,,C,Огризківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090320045212,,C,Оришківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090330087407,,C,Осники
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090340081066,,C,Пахиня
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090350061515,,C,Печірна
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090360040814,,C,Плиска
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090370063867,,C,Соколівка
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090380024199,,C,Татаринці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090390030457,,C,Шушківці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090400093888,,C,Юськівці
UA61000000000060328,UA61020000000016944,UA61020090000020422,UA61020090410081001,,C,Якимівці
UA61000000000060328,UA61020000000016944,UA61020110000084342,,,H,Лопушненська
UA61000000000060328,UA61020000000016944,UA61020110000084342,UA61020110010095359,,C,Лопушне
UA61000000000060328,UA61020000000016944,UA61020110000084342,UA61020110020049823,,C,Башуки
UA61000000000060328,UA61020000000016944,UA61020110000084342,UA61020110030089764,,C,Велика Горянка
