Кодифікатор,Код об'єкта КОАТУУ ,Категорія об’єкта,Назва об’єкта
UA59040170080022272,5920355506,С,Духовниче
UA59040170090016133,5920386303,С,Комарівка
UA59040170100063508,5920355503,С,Коновалик
UA59040170110042118,5920355508,С,Лантратівка
UA59040170120054334,5920386304,С,Лисе
UA59040170130010025,5920386305,С,Нове
UA59040170140052488,5920355509,С,Новопостроєне
UA59040170150059628,5920355505,С,Оленинське
UA59040170160093300,5920386301,С,Олешня
UA59040170170089740,5920386306,С,Пасіки
UA59040170180072364,5920355510,С,П’яткине
UA59040170190083754,5920355511,С,Розсохувате
UA59040170200056467,5920386307,С,Садки
UA59040170210063355,5920355512,С,Соборне
UA59040170220037482,5920355507,С,Софіївка
UA59060000000086008,5924100000,Р,Роменський
UA59060010000042952,5924181100,Н,Андріяшівська
UA59060010010071206,5924181101,С,Андріяшівка
UA59060010020040055,5924180601,С,Анастасівка
UA59060010030037017,5924180901,С,Андріївка
UA59060010040046590,5924181401,С,Артюхівка
UA59060010050015349,5924182602,С,Братське
UA59060010060055548,5924187002,С,Бурбине
UA59060010070080032,5924182601,С,Василівка
UA59060010080033989,5924183801,С,Волошнівка
UA59060010090046430,5924184401,С,Глинськ
UA59060010100061192,5924186702,С,Голінка
UA59060010110018144,5924187003,С,Губське
UA59060010120049796,5924181102,С,Гудими
UA59060010130053333,5924189602,С,Дубина
UA59060010140020239,5924180602,С,Закубанка
UA59060010150041437,5924186703,С,Залатиха
UA59060010160081131,5924181402,С,Лісківщина
UA59060010170051792,5924189603,С,Локня
UA59060010180016192,5924181104,С,Луценкове
UA59060010190076124,5924181105,С,Мельники
UA59060010200081565,5924186701,С,Нова Гребля
UA59060010210041355,5924181106,С,Новицьке
UA59060010220099177,5924180603,С,Новопетрівка
UA59060010230081885,5924187001,С,Перекопівка
UA59060010240081223,5924180604,С,Попівщина
UA59060010250071518,5924180605,С,Саханське
UA59060010260050138,5924180606,С,Світівщина
UA59060010270057271,5924184403,С,Сурмачівка
UA59060010280058469,5924180903,С,Холодник
UA59060010290092735,5924189601,С,Хоминці
UA59060010300034928,5924184404,С,Чеберяки
UA59060010310023661,5924182604,С,Чисте
UA59060010320063125,5924181403,С,Шумське
UA59060010330065126,5924180607,С,Якимовичі
UA59060010340088591,5924189801,С,Ярошівка
UA59060030000069916,5923584400,Н,Вільшанська
UA59060030010053132,5923584401,С,Вільшана
UA59060030020050463,5923584402,С,Білоярське
UA59060030030084627,5923584406,С,Великі Будки
UA59060030040079502,5923584403,С,Весногірське
UA59060030050015634,5923584410,С,Городище
UA59060030060087645,5923584411,С,Деркачівка
UA59060030070087511,5923584412,С,Зеленківка
UA59060030080066642,5923584413,С,Козельне
UA59060030090091178,5923584414,С,Комишанка
UA59060030100096675,5923584415,С,Кушніри
UA59060030110027485,5923584416,С,Лікарівщина
UA59060030120076953,5923584417,С,Мірки
UA59060030130052968,5923584404,С,Немудруї
UA59060030140026202,5923584418,С,П’ятидуб
UA59060030150061537,5923584405,С,Реви
UA59060030160015888,5923584419,С,Саєве
UA59060030170085093,5923584420,С,Сороколітове
UA59060030180020674,5923584421,С,Тимченки
UA59060030190099005,5923584407,С,Фартушине
UA59060030200084195,5923584408,С,Філонове
UA59060030210011465,5923584422,С,Хорол
UA59060030220041738,5923584409,С,Шаповалове
UA59060050000060884,5923583400,Н,Коровинська
UA59060050010079682,5923583401,С,Коровинці
UA59060050020033103,5923583414,С,Беседівка
UA59060050030083571,5923583402,С,Бороданове
UA59060050040099170,5923583403,С,Гай
UA59060050050060173,5923583404,С,Дігтярівка
UA59060050060050134,5923583415,С,Закроївщина
UA59060050070087069,5923583406,С,Зелений Гай
UA59060050080019824,5923583416,С,Коритище
UA59060050090091200,5923583417,С,Косенки
UA59060050100070114,5923583407,С,Малі Будки
UA59060050110073437,5923583408,С,Мухувате
UA59060050120096265,5923583418,С,Овеча
UA59060050130094120,5923583409,С,Перекір
UA59060050140079738,5923583410,С,Ракова Січ
UA59060050150017603,5923583419,С,Рубанка
UA59060050160043501,5923583405,С,Соснівка
UA59060050170095169,5923583411,С,Тимощенкове
UA59060050180023566,5923583420,С,Томашівка
UA59060050190026866,5923583412,С,Тютюнникове
UA59060050200010592,5923583413,С,Юхти
UA59060070000040784,5923255100,Н,Липоводолинська
UA59060070010030190,5923255100,Т,Липова Долина
UA59060070020051226,5923283202,С,Аршуки
UA59060070030093650,5923280401,С,Байрак
UA59060070040022255,5923280801,С,Беєве
UA59060070050069547,5923281201,С,Берестівка
UA59060070060093173,5923287203,С,Бугаївка
UA59060070070082593,5923282803,С,Бухалове
UA59060070080072089,5923283207,С,Весела Долина
UA59060070090022724,5923281703,С,Веселе
UA59060070100080788,5923283203,С,Воропаї
UA59060070110065708,5923281705,С,Галаївець
UA59060070120014184,5923287205,С,Грабщина
UA59060070130011003,5923280402,С,Довга Лука
UA59060070140023181,5923287404,С,Іванівка
UA59060070150028790,5923282201,С,Кімличка
UA59060070160087850,5923287405,С,Коцупіївка
UA59060070170028614,5923280805,С,Куплеваха
UA59060070180035431,5923281707,С,Легуші
UA59060070190068208,5923283802,С,Липівка
UA59060070200095622,5923280403,С,Липівське
UA59060070210049265,5923282801,С,Лучка
UA59060070220019500,5923287407,С,Макіївське
UA59060070230049335,5923280803,С,Мельникове
UA59060070240083506,5923283201,С,Московське
UA59060070250023783,5923286202,С,Новосеменівка
UA59060070260046953,5923280807,С,Олещенкове
UA59060070270041043,5923283801,С,Панасівка
UA59060070280022585,5923255105,С,Побиванка
UA59060070290096240,5923285201,С,Русанівка
UA59060070300012450,5923286201,С,Семенівка
UA59060070310067154,5923283803,С,Столярове
UA59060070320056792,5923283205,С,Стягайлівка
UA59060070330011091,5923283206,С,Хоменкове
UA59060070340053435,5923255106,С,Червона Долина
UA59060070350037903,5923255107,С,Червоногірка
UA59060070360045252,5923281709,С,Чирвине
UA59060070370015015,5923287201,С,Яганівка
UA59060070380017060,5923281202,С,Яловий Окіп
UA59060070390033853,5923287401,С,Яснопільщина
UA59060070400078785,5923281701,Х,Суха Грунь
UA59060090000012687,5923555100,Н,Недригайлівська
UA59060090010092203,5923555100,Т,Недригайлів
UA59060090020070314,5923555600,Т,Терни
UA59060090030034253,5923581302,С,Баба
UA59060090040093591,5923555601,С,Бабакове
UA59060090050094552,5923583802,С,Березняки
UA59060090060034620,5923581303,С,Берізки
UA59060090070031443,5923555105,С,Біж
UA59060090080050745,5923555106,С,Бродок
UA59060090090049072,5923555101,С,Вакулки
UA59060090100017555,5923585703,С,Велика Діброва
UA59060090110035898,5923555102,С,Віхове
UA59060090120013476,5923555602,С,Володимирівка
UA59060090130064700,5923583803,С,Голубці
UA59060090140042967,5923587202,С,Горькове
UA59060090150033624,5923555603,С,Гострий Шпиль
UA59060090160024591,5923555107,С,Гринівка
UA59060090170039415,5923555108,С,Дараганове
UA59060090180094853,5923581305,С,Дігтярка
UA59060090190013502,5923555604,С,Долина
UA59060090200099312,5923581306,С,Дремове
UA59060090210057850,5923581301,С,Засулля
UA59060090220032539,5923555109,С,Зелене
UA59060090230046359,5923555110,С,Іваниця
UA59060090240017669,5923555605,С,Ківшик
UA59060090250015339,5923555111,С,Клин
UA59060090260025216,5923581307,С,Кореневе
UA59060090270058752,5923555112,С,Костянтинів
UA59060090280095446,5923555113,С,Кулішівка
UA59060090290011324,5923583801,С,Курмани
UA59060090300092772,5923555114,С,Лаврове
UA59060090310030863,5923585706,С,Лахнівщина
UA59060090320061662,5923555103,С,Луки
UA59060090330098716,5923555606,С,Мазне
UA59060090340017133,5923555609,С,Мала Черепівка
UA59060090350070245,5923555115,С,Маршали
UA59060090360095837,5923587203,С,Мелешківка
UA59060090370068518,5923555116,С,Нелени
UA59060090380053449,5923555607,С,Озерне
UA59060090390058977,5923555117,С,Омелькове
UA59060090400059664,5923585705,С,Перетічки
UA59060090410058355,5923555118,С,Польове
UA59060090420026087,5923555104,С,Пушкарщина
UA59060090430096467,5923585701,С,Сакуниха
UA59060090440075039,5923555119,С,Спартак
UA59060090450094368,5923581310,С,Терешки
UA59060090460067428,5923555608,С,Холодне
UA59060090470093265,5923581311,С,Холодний Яр
UA59060090480063939,5923555120,С,Хоружівка
UA59060090490054252,5923581312,С,Цибуленки
UA59060090500099692,5923555121,С,Чемоданівка
UA59060090510058030,5923587201,С,Червона Слобода
UA59060090520021105,5923555610,С,Шматове
UA59060090530072744,5923555122,С,Якименки
UA59060110000049734,5910700000,Н,Роменська
UA59060110010062596,5910700000,М,Ромни
UA59060110020098714,5924188503,С,Авраменкове
UA59060110030097039,5924186102,С,Бацмани
UA59060110040052541,5924182001,С,Біловод
UA59060110050015596,5924182301,С,Бобрик
UA59060110060037848,5924187102,С,Бойкове
UA59060110070089544,5924187302,С,Борозенка
UA59060110080049061,5924188502,С,Ведмеже
UA59060110090056196,5924185002,С,Велике
UA59060110100010800,5924183201,С,Великі Бубни
UA59060110110034393,5924182002,С,Веселий Степ
UA59060110120033179,5924187902,С,Вовківці
UA59060110130038769,5924188202,С,В’юнне
UA59060110140076787,5924184701,С,Гаврилівка
UA59060110150061663,5924187602,С,Галенкове
UA59060110160065702,5924184101,С,Галка
UA59060110170065497,5924187903,С,Герасимівка
UA59060110180041534,5924186402,С,Горове
UA59060110190048035,5924185801,С,Довгополівка
UA59060110200092111,5924186403,С,Житне
UA59060110210094597,5924187303,С,Загребелля
UA59060110220079784,5924183203,С,Заїзд
UA59060110230029418,5924185001,С,Заруддя
UA59060110240083334,5924185402,С,Зеленівщина
UA59060110250074221,5924187904,С,Зінове
UA59060110260021357,5924187103,С,Зюзюки
UA59060110270011695,5924186404,С,Калинівка
UA59060110280085581,5924187104,С,Кашпури
UA59060110290028932,5910790003,С,Колісникове
UA59060110300015152,5924187304,С,Кононенкове
UA59060110310099605,5924185401,С,Коржі
UA59060110320068407,5924184702,С,Королівщина
UA59060110330064764,5924185803,С,Кропивинці
UA59060110340062482,5924187105,С,Кузьменкове
UA59060110350060772,5924187106,С,Левондівка
UA59060110360081745,5924185802,С,Левченки
UA59060110370088018,5924182303,С,Лукашове
UA59060110380026775,5924185003,С,Мале
UA59060110390016353,5924186101,С,Малі Бубни
UA59060110400095688,5924187107,С,Малярівщина
UA59060110410028004,5924182003,С,Марківське
UA59060110420081682,5924183205,С,Матлахове
UA59060110430061579,5924186401,С,Миколаївка
UA59060110440095698,5924184703,С,Миколаївське
UA59060110450053851,5924188203,С,Мокіївка
UA59060110460034044,5924182004,С,Москалівка
UA59060110470035305,5924185804,С,Москівщина
UA59060110480090321,5924184705,С,Ненадіївка
UA59060110490014796,5924182304,С,Новокалинівка
